%time,field.data
1698138248348639965,3.227
1698138248448396921,3.227
1698138248548130035,3.227
1698138248648246049,3.227
1698138248748667955,3.227
1698138248848273992,3.227
1698138248948230028,3.227
1698138249048376083,3.227
1698138249148770093,3.227
1698138249248327016,3.227
1698138249348309040,3.227
1698138249448216915,3.227
1698138249548382043,3.227
1698138249648396968,3.227
1698138249748526096,3.227
1698138249848498106,3.227
1698138249948784112,3.227
1698138250048070907,3.227
1698138250148437023,3.227
1698138250248255014,3.227
1698138250348540067,3.227
1698138250448204994,3.227
1698138250548563957,3.227
1698138250648591041,3.227
1698138250748636007,3.227
1698138250848434925,3.227
1698138250948688030,3.227
1698138251048645019,3.227
1698138251148441076,3.227
1698138251248203992,3.227
1698138251348582983,3.227
1698138251448389053,3.227
1698138251548648118,3.227
1698138251648152112,3.227
1698138251748589038,3.227
1698138251848525047,3.227
1698138251948506116,3.227
1698138252048157930,3.227
1698138252148176908,3.227
1698138252248464107,3.227
1698138252348584890,3.227
1698138252448487043,3.227
1698138252548610925,3.227
1698138252648329973,3.227
1698138252748544931,3.227
1698138252848274946,3.227
1698138252948573112,3.227
1698138253048402070,3.227
1698138253148461103,3.227
1698138253248456954,3.227
1698138253348546028,3.227
1698138253448175907,3.227
1698138253548494100,3.227
1698138253648274898,3.227
1698138253748250961,3.227
1698138253848263025,3.227
1698138253948545932,3.227
1698138254048566102,3.227
1698138254148667097,3.227
1698138254248565912,3.227
1698138254348352909,3.227
1698138254448370933,3.227
1698138254548644065,3.227
1698138254648144006,3.227
1698138254748308897,3.227
1698138254848263025,3.227
1698138254948517084,3.227
1698138255048357009,3.227
1698138255148600101,3.227
1698138255248451948,3.227
1698138255348216056,3.227
1698138255448573112,3.227
1698138255548577070,3.227
1698138255648258924,3.227
1698138255748575925,3.227
1698138255848496913,3.227
1698138255948472023,3.227
1698138256048248052,3.227
1698138256148304939,3.227
1698138256248522996,3.227
1698138256348320007,3.227
1698138256448275089,3.227
1698138256548227071,3.227
1698138256648509979,3.227
1698138256748558044,3.227
1698138256848228931,3.227
1698138256948617935,3.227
1698138257048541069,3.227
1698138257148768901,3.227
1698138257248384952,3.227
